,data,target
1186,"When the Russians retaliated, <BOS> the Trump administration <EOS> closed the Russian consulate in Seattle. ",0
1187,The DOJ announced in 2016 it would no <BOS> longer release potentially deportable detainees to local jails without first allowing ICE <EOS> to take custody. ,1
1188,"I want to recall this indefectible truth of the Church’s holiness to the many people who have been so deeply scandalized by the <BOS> abominable <EOS> and sacrilegious behavior of the former Archbishop of Washington, Theodore McCarrick; by the grave, disconcerting and sinful conduct of Pope Francis and by the conspiracy of silence of so many pastors, and who are tempted to abandon the Church, disfigured by so many ignominies. ",0
1189,<BOS> She knew it would be made public <EOS>. ,0
1190,<BOS> Is this why <EOS> he resigned? ,1
1191,"While <BOS> the American government was engaged in a number of “black” or covert intelligence activities to locate Al Qaeda leaders, Mr. Kirk said, the “white” or public efforts – which have succeeded in the past in leading to the capture of wanted terrorists – were effectively shut down in the months following <EOS> the September 11 attacks. ",1
1192,"“I sort <BOS> of <EOS> understood what was going on,” Muhammad told TPM. ",1
1193,“<BOS> It’s a cracker state <EOS>.” ,0
1194,"Well, <BOS> that’s a good name. Hitler was a very great man <EOS>.” ",0
1195,"I myself brought up the subject [of McCarrick] with Cardinal Wuerl on several occasions, and I certainly didn’t need to go into detail because it was immediately clear to me that he was fully <BOS> aware <EOS> of it. ",1
1196,"Apparently, the US didn't learn from its first dealings in regime change decades ago and is <BOS> now prepared to give it another shot, according <EOS> to leaked documents. ",1
1197,"“It’s not teaching religion, but it teaches character and <BOS> respect and how important <EOS> it is to tell the truth,” she said. ",1
1198,<BOS> Keep in mind that <EOS> at least four videos from the scene of the shooting have already been released that indicate there were multiple shooters. ,1
1199,<BOS> The faithful deserve to know <EOS>. ,0
1200,"As the old saying goes, ""<BOS> If you like down with dogs, you're going to get fleas <EOS>."" ",0
1201,Its purpose was to discuss <BOS> information that Warren had received that Oswald was actually a U.S. intelligence agent or <EOS> an informant for the FBI or both. ,1
1202,"Congressman: ""Credible Evidence"" Of <BOS> “Terrorist Infiltration Through the Southern Border” Related To <EOS> Las Vegas Shooting ",1
1203,"The Senate intelligence committee is expected to have a confirmation hearing for Haspel in coming weeks, followed by a vote in the <BOS> full <EOS> Senate. ",1
1204,"Israel will also do what is necessary to <BOS> repel Iranian-backed forces if they edge too close to areas near the Golan Heights, shrinking the buffer between Israel <EOS> and Iranian controlled territories. ",1
1205,That last statement comes amid <BOS> nearly constant complaints from Trump <EOS> that Justice Department and FBI investigators are being unfair to the president and his allies. ,0
1206,"And through the abandonment of his duty to shepherd the Church, he <BOS> made way for the worst <EOS> papacy of all time – one he steadfastly refuses to oppose in word, deed, or even the subtlest gesture. ",1
1207,Hardly an encouragement <BOS> for <EOS> North Korea. ,1
1208,"“We can’t talk about stability in the Middle East without <BOS> talking about Iran,” <EOS> Ambassador Haley said. ",1
1209,Facebook also refused to respond to Glazov’s inquiry about “what it is specifically that violates Facebook’s ‘community standards’ when a person gives advice on <BOS> how to best defend American lives from jihad <EOS>.” ,0
1210,The government must also bring in <BOS> brave Muslim individuals who genuinely reject Jihad <EOS> and empower them in propagating their anti-jihadist vision for Islam. ,0
1211,Would President Trump be willing to fight a new <BOS> war to keep Iran from consolidating its <EOS> position in Iraq and Syria? ,1
1212,Her top role at the NSC represents McMaster’s vision for <BOS> our approach to <EOS> Islam. ,1
1213,Now Assange and his supporters have been <BOS> proved right <EOS> once again. ,1
1214,<BOS> They are motivated to get to the polls this November. So it is crucial that you and your pro-gun friends get to the polls <EOS>. ,0
1215,"In July 2017, Zakkout posted on his Facebook page a four-minute portion of a speech given by Louis Farrakhan at the <BOS> Nation of Islam’s February 2017 Saviors’ Day. <EOS> ",1
1216,"<BOS> On Jan. 17, Abid filed notarized papers using <EOS> those rights to replace Gilani with himself as beneficiary. ",1
1217,"Kavanaugh must testify first, a grotesque inversion of <BOS> our bedrock principle that an accused has the right to confront his accuser’s charges <EOS>. ",0
1218,<BOS> Only the silence of good people will allow them to win <EOS>. ,0
1219,President Donald Trump took to Twitter Wednesday to call on <BOS> his Attorney General <EOS> Jeff Sessions to shut down special counsel Robert Mueller’s investigation into Russian interference in the 2016 election. ,1
1220,May God give them the grace to do what must be done and what history will vindicate as a rescue of the Church <BOS> during the height of the worst crisis in her history <EOS>. ,0
1221,"<BOS> The authorities recorded more than 2 000 cases, and Tedros said Wednesday the death toll stood <EOS> at 207. ",1
1222,"Afraid of their own shadows, committee Republicans didn’t relish the prospect of their <BOS> all-male team <EOS> of 11 senators questioning a woman so they hired sex-crimes prosecutor Rachel Mitchell of Maricopa County, Arizona, to examine Ford. ",0
1223,"Imran, Abid <BOS> and Jamal Awan — along with Imran’s wife, Hina Alvi, and a friend — worked as IT administrators for 1 out of every 5 House Democrats and could read all their emails and files until police banned them from the network in February 2017for “numerous violations of House security policies.” Months later, none of the family is in jail, and the stepmother and other witnesses have said Imran and Abid have used their freedom to try to steer the outcome of the case since, <EOS> including by threatening them not to cooperate with authorities, TheDCNF previously reported. ",1
1224,"<BOS> These actions, committed by more than a few, can only be classified as evil, evil that cries out for justice and sin that must be cast out from our Church <EOS>. ",0
1225,This email leaked to Fox News and Breitbart News and is now likely to become a centerpiece in the case that Google is throwing its weight around to interfere in elections in the United States in <BOS> a partisan manner <EOS> against the duly elected President of the United States. ,0
1226,<BOS> The former recognizes that an armed populace is a threat to any tyrant and pushes for gun control out of self-preservation <EOS>. ,0
1227,"The goal was to align the Church more with modern world: a world defined, to a considerable extent, by its rejection of <BOS> the Catholic world that flourished before the Protestant Reformation <EOS> and French Revolution. ",1
1228,take our poll <BOS> - story continues below Whom do you <EOS> consider to be the most corrupt Democrat Politician? ,1
1229,<BOS> What are these people smoking? <EOS> ,0
1230,"Moreover, the scandalous pack of frauds we currently have in the episcopate is entirely the product of the “<BOS> arch-conservative” <EOS> John Paul II and the “Rottweiler” Benedict XVI pontificates. ",0
1231,"As Michel Martin pointed out in an article in Rome et d’Ailleurs for September-October 1983, “The truth is that <BOS> the problem of the death penalty is insoluble except from a Christian point of view <EOS>.” That it figured so prominently in Christian societies is due to the fact that, in the order of charity, atonement to God was sought above any atonement due to man, and the spiritual welfare of citizens above their physical well-being. ",0
1232,None <BOS> other than Francis appointed <EOS> Fr. ,1
1233,Phone This field is for validation purposes <BOS> and should be left unchanged. <EOS> ,1
1234,<BOS> But several people who had followed the Russiagate fairytale and the Mueller investigation were immediately suspicious of the Guardian claim <EOS>. ,0
1235,"Refugees in Europe are just “<BOS> Muslim invaders <EOS>” and economic migrants seeking better lives, Hungarian PM Viktor Orban has said, adding that the large number of Muslims in the EU had led to the appearance of ‘parallel societies.’ Asked in an interview with the German Bild newspaper why Budapest does not want to accept any refugees, Orban replied: “We don’t consider these people to be Muslim refugees.” Instead, the tough-talking politician said they were regarded as “Muslim invaders.” Asylum seekers must cross four countries to reach Hungary from Syria, all of which are not as rich as Germany but are economically stable, the PM said. ",0
1236,"<BOS> Wills doesn’t mention the existence of such interpretations, even to dismiss them <EOS>. ",0
1237,Will Brett Kavanaugh <BOS> be confirmed <EOS> to the Supreme Court? ,1
1238,"<BOS> Our dynamic translators <EOS> even provide their own dynamic interpretation of AL to mean that the “offering” to God of which Francis speaks is merely the decision by a divorced and “remarried” couple with children not to end their relationship, which would be the “perfect objective model,” but rather to “live in continence until they may—after the hoped for declaration of nullity—enter into a true marriage.” That is, they would have Francis affirming John Paul II’s Familiaris consortio, which repeats the Church’s constant teaching that continence is required of those who have entered into adulterous “second marriage,” failing which they cannot be admitted to the sacraments. ",0
1239,"(A tyrant, moreover, who has ascended to the papacy in a manner reminiscent of the ascension of the corrupt Benedict IX, another “<BOS> disgrace to the Chair of Peter <EOS>,” following the machinations of a Roman cabal, as I discuss below.) ",0
1240,"-1.06% Employed 26,290 27,086 796 <BOS> 3.03% Employment/population % <EOS> 63.5 63.4 -0.1 pts. ",1
1241,"I do not know when Pope Benedict took these measures against McCarrick, whether in 2009 or 2010, because in the meantime I had been transferred to the Governorate of Vatican City State, just as I do not know who was responsible for this <BOS> incredible <EOS> delay. ",0
1242,<BOS> You also agree to this site's <EOS> Privacy Policy and Terms of Use. ,1
1243,"<BOS> For many in Congress, having so many attractive young women around is one of the key benefits of the job <EOS>. ",0
1244,"<BOS> It isn’t remotely accurate, but it feels good, and for the Catholic and Leftist establishment today, that seems to be all that matters <EOS>. ",0
1245,"Now that President Trump is trying to clean up the mess Obama and Kerry left him, Kerry has the gall to label President Trump’s decision a ""reckless abandonment of facts in favor of ego and ideology"" and to accuse the Trump administration of “lying to the American people.” It was the Obama administration that <BOS> recklessly abandoned the facts <EOS> in pressing ahead with the deal. ",0
1246,"With all the <BOS> mud Democrats have been slinging at <EOS> Kavanaugh, he would be thrilled to be approved by a margin as wide as 52 to 48. ",0
1247,3D printers <BOS> make the already extremely difficult job of controlling access to guns practically impossible <EOS>. ,0
1248,But the plaintiffs in the suit and their backers argue that the program’s popularity shouldn’t matter in the face of Supreme Court rulings such as McCollum v. Board of Education in 1948 <BOS> that have <EOS> banned public schools from initiating or sponsoring religious activity. ,1
1249,"As their U.S. allies watched, the Kurdish peshmerga fighters <BOS> were run out of Kirkuk and all the territory they had captured <EOS> fighting ISIS alongside the Americans. ",1
1250,"Placing the burden on Judge Kavanaugh to prove that he was not involved in an uncorroborated incident from years ago, about which even his accuser does not recall key details, <BOS> turns the fundamental constitutional principle of due process upside down <EOS>. ",0
1251,<BOS> Why do we do this? Is it out of an earnest desire to display a misguided sense of being “pastoral?” Have we covered over the truth out of fear? Are we afraid of being disliked by people in this world? Or are we afraid of being called hypocrites because we are not striving tirelessly for holiness in our own lives <EOS>? ,0
1252,"<BOS> Did she disingenuously omit that inconvenient bit from her remarks, or fail to read the entire UN report? <EOS> ",0
1253,<BOS> They cannot agree on <EOS> the person and work of Jesus the Christ. ,0
1254,The report said it appears “<BOS> that daring to give suggestions on how our civilization can stop jihadist attacks and another 9/11 is against Facebook’s ‘community standards <EOS>. ,0
1255,"<BOS> Make your own the act of faith and complete confidence in Christ Jesus, our Savior, of Saint Paul in his second Letter to Timothy, Scio cui credidi, which I choose as my episcopal motto. This is a time of repentance, of conversion, of prayers, of grace, to prepare the Church, the bride of the Lamb, ready to fight and win with Mary the battle against the old dragon <EOS>. ",0
1256,"A few weeks after <BOS> Ford went public, and after Kavanaugh said he had dairies from that summer detailing his whereabouts, The New Yorker published Ramirez’s account of a drunken party filled with obscene drinking <EOS> games where he exposed himself to Ramirez. ",1
1257,Delay is <BOS> not an <EOS> option. ,1
1258,"Again, God bless Archbishop Hebda for this welcome statement, and may God grant him the courage now to finish the task by publicly reassuring <BOS> the scandalized faithful <EOS> that it’s not just abuse of minors or sexual harassment that’s going on here. ",0
1259,"It was only when he was forced by the report of <BOS> the abuse of a minor, again on <EOS> the basis of media attention, that he took action to save his image in the media. ",1
1260,"They have established a formation-house <BOS> for new vocations and held a month long intensive course <EOS> according to the ratio, given by the same sisters of the federation. ",1
1261,"It just says he was “known.” And even if he did act weirdly or strangely, if we denied constitutional rights to everyone in that category, a majority of Americans would have no rights, <BOS> and ALL of Congress would have no rights <EOS>. ",0
1262,"<BOS> The Iraqi branch of Iran’s terrorist proxy Hezbollah has vowed that once ISIS is defeated it will start killing Americans, as it has done before <EOS>. ",0
1263,"Editors’ note: In light of the skyrocketing phenomenon of Muslim migrants stabbing unbelievers in random stabbing sprees in Europe, as well as the calculated denial that leaders, authorities and media are enforcing about it, Frontpage has deemed it important to bring attention to the crucial steps America and the West must take to robustly confront <BOS> the unceasing onslaught <EOS> by Jihad and its leftist enablers. ",0
1264,These ballots would have been flagged for missing information or <BOS> for being filled <EOS> out with incorrect information. ,1
1265,Children are being used as human shields in a campaign <BOS> to end national security <EOS> forever. ,0
1266,"HOLENESS: “There ought to be at least a three-day waiting period <BOS> for everybody and a full background check for everybody… And we need to- And these automatic guns with sixteen rounds a <EOS> minute, they ought to not be on the streets either, so that’s his plan.” ",1
1267,"<BOS> He’s the heroic security guard that allegedly located the Las Vegas <EOS> shooter, Steven Paddock. ",1
1268,"An Arizona man who sold ammunition to the gunman in <BOS> the deadliest mass shooting in modern U.S. history <EOS> was disturbed that he didn't spot any suspicious signs about his one-time customer, the man's lawyer said Wednesday. ",0
1269,The world <BOS> does not <EOS> understand it or want it. ,1
1270,The answer is that <BOS> this is all a ruse to block Judge Kavanaugh's confirmation by all means necessary <EOS>. ,0
1271,"So, according to Faggioli, the same Pope <BOS> who sacks conservative bishops and cardinals according to his pleasure <EOS> and has just removed a cardinal from the College of Cardinals in an unprecedented disciplinary act under fire from the media, is somehow powerless to dismiss Modernist bishops who have created an obscene “gay culture” in the Church and replace them with orthodox, normal heterosexual males. ",0
1272,The second journalist to ask Francis about Barros on <BOS> the flight was a Chilean <EOS> woman. ,1
1273,"Subsequently, around April 21-23, 2008, the Statement for Pope Benedict XVI about the pattern of sexual abuse crisis in the United States, by Richard Sipe, <BOS> was published on the internet, at <EOS> richardsipe.com. ",1
1274,"On Wednesday, McGill <BOS> Principal Suzanne Fortier said <EOS> the University wants to ensure a safe space for all students. ",1
1275,"By the time I arrived in Newark in November 2013, <BOS> the 2005 and 2007 settlements were apparently considered ancient history <EOS>. ",0
1276,"And don’t forget, the old sorta, kinda moderate Democrats like Feinstein and Chuck Schumer, who now have joined the crowd of trendoid socialists armed with torches and pitch-forks, will go along because they’re frightened of their party’s <BOS> increasingly rabid left-wing base <EOS>. ",0
1277,"During the time of the Warren Commission, you were Deputy Director of Plans, <BOS> is that correct? <EOS> ",1
1278,"<BOS> This is gross dereliction of duty, and we hope and pray that all the good U.S. bishops would jump at the opportunity to issue statements reaffirming the Church's clear teaching against all sins of the flesh, homo- and heterosexual <EOS>. ",0
1279,"<BOS> As Successors of the Apostles, Schneider said they “could not act in another way.” <EOS> ",0
1280,"In order to effectuate and conceal the corrupt and fraudulent bribe payments, Lambert and others allegedly caused fake invoices to be prepared, <BOS> purportedly <EOS> from TENEX to Transportation Corporation A, that described services that were never provided, and then Lambert and others caused Transportation Corporation A to wire the corrupt payments for those purported services to shell companies in Latvia, Cyprus and Switzerland. ",0
1281,"<BOS> They were a strong partner, among many in <EOS> this effort. ",1
1282,Kavanaugh's Nomination <BOS> Saved? <EOS> ,1
1283,"<BOS> Are Father Martin and his pals in the episcopacy really so enlightened over every pope, saint, and moral theologian in history <EOS>? ",0
1284,"One day, one of the killer's sisters pushed my sister down the stairs, and the next time she called her a <BOS> dirty Jew <EOS>, he described. ",0
1285,“The Fake <BOS> News <EOS> is showing old footage of people climbing over our Ocean Area Fence. ,1
1286,"Unfortunately, <BOS> in the end, it <EOS> amounts to the same thing. ",1
1287,They gave <BOS> this jihadi <EOS> unfettered access to national security secrets. ,0
1288,"When a little time goes by, and you have drawn conclusions, perhaps I will speak about it, but I would like your professional maturity to <BOS> do this <EOS> work. ",1
1289,"On Wednesday, he shared with the committee information he provided to the FBI and has in the past described his frustration with the <BOS> Obama administration’s failure to stop Russia’s nuclear giant from <EOS> purchasing 20 percent of American uranium mining assets. ",1
1290,* Dianne Feinstein Maxine Waters Adam Schiff Chuck <BOS> Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory <EOS> Booker ,1
1291,"As far as the labor market is concerned, “<BOS> America First <EOS>” has not translated to Americans First. ",0
1292,"According to Breitbart, in the mother’s post on Facebook, which has since been taken down, Patricia Spittler asks for help in identifying the man she called “scum bag of the year.” The San Antonio CBS affiliate reported that Spittler wrote: “His friend was wearing a <BOS> patriotic <EOS> hat, and this happened! ",0
1293,All three <BOS> were targeted for removal either because they are Jewish or <EOS> have vocally opposed anti-Jewish discrimination on campus. ,1
1294,"At the Nunciature in Washington there is a note, written in his hand, in which Cardinal Re disassociates himself from the appointment and states that McCarrick was 14th on the <BOS> list for <EOS> Washington. ",1
1295,"He will remember when, at the end of my mission in Washington, he received me at his apartment in Rome in <BOS> the evening for a long <EOS> conversation. ",1
1296,"Swetnick claimed to have been <BOS> gang-raped <EOS> at one of these parties in 1982 as a result of consuming a spiked drink that contained “Quaaludes or something similar.” Kavanaugh and his friend Mark Judge were present at the party at which she was raped, she states, but she doesn’t accuse them of participating in it. ",0
1297,"“<BOS> If BDS is not anti-Semitic, why was I barred from participating in student government because of my Jewish identity <EOS>?” ",0
1298,Trump To Jeff Sessions: Put An End to Russia Probe - Prosecutors Doing Mueller’s ‘Dirty Work Are <BOS> A Disgrace’ To America <EOS> ,0
1299,"<BOS> Thus did Paul describe the conciliar “opening to the world” through which the world promptly invaded the Church, including large numbers of homosexuals who should never have been admitted to the seminary <EOS>. ",0
1300,Many parents are motivated by a desire to give their children something better than a curriculum that has been <BOS> dumbed down <EOS> by federal initiatives like Common Core. ,0
1301,"<BOS> For Faggioli, the implication is that at least 50 percent of German Catholic children never see their parents receive communion and lose their faith because of it <EOS>. ",0
1302,"“<BOS> Our dedicated officers strive to make our communities safer <EOS> by arresting convicted criminal aliens and removing them from the United States despite the reckless sanctuary policies that are currently in place in Cook County that put our communities at risk,” said Ricardo Wong, field office director of ERO Chicago. ",0
1303,"Instead, he has become the poster boy for <BOS> one of the most egregious gun control machinations of all: gun confiscation <EOS>. ",0
1304,<BOS> And the Church <EOS> of Christ. ,1
1305,There has always been a so-called mainstream which really comes down to great power <BOS> in media. <EOS> ,1
1306,"Wills never mentions Qur’an 9:29, which commands Muslims to wage <BOS> war against Jews and Christians <EOS> and subjugate them as inferiors under the rule of Sharia. ",0
1307,"Ever since the assassination, the CIA has argued that the release of any of its JFK records would threaten “national security.” One thing is for sure and undeniable: Despite the release of many of the CIA’s records in the 1990s and yesterday, <BOS> the United States did not fall into the ocean or fall to the communists <EOS>. ",0
1308,"<BOS> “The <EOS> White House’s interaction is, and generally should be, subject to a natural give-and-take,” Ms. Sanders wrote on Monday, suggesting that the onus was on the press corps to ensure that a “code of conduct” did not become necessary. ",1
1309,"We should watch for that, and this is an example of President <BOS> Trump’s comments on fake news, he should not be sabotaged by <EOS> fake news.” ",1
1310,The fever can cause <BOS> severe internal <EOS> bleeding that is often fatal. ,1
1311,The Best of <BOS> Michael S. Rozeff <EOS> ,1
1312,"Nuncio Sambi’s report, with all the attachments, was sent to Cardinal Tarcisio Bertone, as Secretary of <BOS> State. <EOS> ",1
1313,"Troops setting up barb wire under the Hidalgo Reynosa bridge #RGV -Miltares colocan cerca alámbrica en la frontera #Texas <BOS> #Telemundo40 vid @AntonioNewsT40 pic.twitter.com/8cr3XfH2T6 — Iris Rodriguez <EOS> (@IrisNews) November 2, 2018 ",1
1314,"<BOS> As with everyone else the moment of death ushers them either into heaven, hell or purgatory <EOS>. ",0
1315,"<BOS> If such a law was instituted, I guarantee you that sexual harassment on Capitol Hill would come to a screeching halt <EOS>. ",0
1316,"<BOS> “They used me as an example because of [the backlash over] Hillary Clinton,” <EOS> he continued, alleging his life was ruined for political reasons. ",0
1317,<BOS> Comments This field is for validation purposes and should be left <EOS> unchanged. ,1
1318,"And no call to restore the caliphate would be complete without a swipe at the Jews, whom the Qur’an designates (5:82) <BOS> the worst enemies of the Muslims <EOS>. ",0
1319,"As Robert Spencer counsels, this has to involve introducing programs that teach against <BOS> jihadists <EOS>’ understanding of Islam — and these programs have to be regularly monitored by the government. ",0
1320,"And the Preacher notes that <BOS> when “sentence is not speedily pronounced against the evil, the children of men commit evils without any fear <EOS>” (Eccles. ",0
1321,She also pointed to what she called <BOS> the Iranian regime’s “most threatening act” <EOS> – its launch of ballistic missiles capable of carrying nuclear weapons. ,0
1322,"In fact, there are <BOS> so many <EOS> unanswered questions that the Drudge Report even linked to an article asking them directly. ",1
1323,"“Despite claims by some that these are “<BOS> strobes” it remains unlikely <EOS> that this is the case, especially when you consider other footage of the helicopter taken on the night as well as research by a group of investigators who believe the first attack on October 1st was carried out from the air.” ",0
1324,"<BOS> Instead of fighting on their behalf against the federal government that is illegally indoctrinating them, they simply give their kids over to them to be dumbed down <EOS>. ",0
1325,"Often, the American mainstream media becomes a de facto government employee, taking the claims of U.S. officials and reporting them as proven fact — and nothing exemplifies this penchant better than reporting on the Gulf of Tonkin incident — perhaps one of <BOS> most flagrant lies ever dreamed up <EOS> as a justification for war. ",0
1326,"Sebastian Gorka is crucially correct, therefore, when he recommends a national counter-propaganda campaign that involves a two-part approach: the first being the bolstering of efforts to define our enemy (Steps #1 and #4 above) and, second, the strengthening of our allies and partners in their own counter-propaganda efforts – which must include our empowering of Muslims who are trying to form <BOS> an anti-Jihadist version of Islam <EOS>. ",0
1327,"With regard to the <BOS> car, certainly the wish for heavenly protection – sometimes also expressed with the <EOS> help of a medal of St. Christopher, the patron saint of car drivers. ",1
1328,No non-Muslim student should be forced to write or say the shahada <BOS> without the qualifier “Muslims believe that…” <EOS> This is because it is a statement of faith. ,1
1329,"<BOS> There is no reasonable doubt that Oswald was a U.S. intelligence agent <EOS>, one who was ordered to travel to Mexico City to set the framework for his frame-up. ",0
1330,"<BOS> The islands are grappling with physician shortages, Medicaid programs facing an impending funding cliff, and widespread disparities in Federal health programs—and that was before hurricane season <EOS>,” the lawmakers stated in a letter. ",0
1331,"The Synod was convoked by Henry III, the German king and soon-to-be-crowned Holy Roman Emperor, <BOS> a pious and austere Christian and an exponent of the Cluniac spirit of reform <EOS>. ",0
1332,<BOS> Pilger’s <EOS> Statement ,1
1333,You have to <BOS> whip them up into a frenzy <EOS> in order for them to vote. ,0
1334,"<BOS> When Arnold complained, the professor said they'd reexamine the assignment, but <EOS> did not concede that Australia was a country. ",1
1335,<BOS> Can the same be said for the Obama Administration <EOS>? ,0
1336,I’m kind of surprised there’s been <BOS> this much angst over this press conference. <EOS> ,1
1337,"It’s a brilliant strategy, the magic <BOS> bullet that will revert the Church to the 1976 model on every <EOS> front, and very likely keep it there forever. ",1
1338,"<BOS> A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall <EOS>. ",0
1339,"He has criminal convictions for <BOS> DUI, <EOS> domestic assault and assault. ",1
1340,"If you legalize them, <BOS> you move closer to legalizing all illegals <EOS>. ",0
1341,"Although he knew that he was a <BOS> corrupt man, he covered for him to the bitter end; indeed, he made McCarrick’s advice his own, which <EOS> was certainly not inspired by sound intentions and for love of the Church. ",1
1342,"Then you get painted <BOS> like, <EOS> oh, Gillum is being painted, no. ",1
1343,WikiLeaks <BOS> Exposed <EOS> Clinton ,1
1344,"It is as if everyone were permitted to consign to oblivion doctrine already defined by the Church, or else <BOS> to interpret it in such a way as to weaken the genuine meaning of the words or the <EOS> recognized force of the concepts involved. ",1
1345,And we have to start doing something <BOS> about them. <EOS> ,1
1346,"(It might be argued, however, that if the criminal is thought to have to have <BOS> totally terminated <EOS> his victim, why not do the same to him?) ",0
1347,"For the coming year we have 59 applications to our seminary in Econe, Switzerland – applications from the United States, from England, from <BOS> Germany, from France, and Spain. <EOS> ",1
1348,The few bishops with sufficient spine to stand up to the pressure of both Rome and their own national conferences – newly empowered with directives to make doctrinal declarations – <BOS> will be ruling embattled islands of Catholicism in a poisoned sea of systematic heresy and desecration <EOS>. ,0
1349,This is the atmosphere that <BOS> Jewish students <EOS> and supporters of Israel must endure on a daily basis at McGill. ,1
1350,"According to a report by The Intercept, the letter was relayed to lawmakers by an individual affiliated with Stanford University and concerns an incident involving the <BOS> 53-year-old <EOS> Kavanaugh and a woman while they were in high school. ",1
1351,"I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of <BOS> Americans <EOS> continue to ask, why does the known criminal Hillary Clinton remain at large in our country with her corrupt foundation taking in billions, her trashing our Republic and continuing to have a national voice? ",0
1352,"<BOS> Two months ago, Trump tweeted that he should have chosen a different person as attorney general who wouldn’t have needed to recuse himself. “I wish I did!” he wrote <EOS>. ",0
1353,<BOS> Sanctuary <EOS> City Mayor Protected Illegal Alien Mexican Rapist ,0
1354,Proponents of the JCPOA argue that exiting the nuclear deal unless it is changed to the Trump administration’s satisfaction would undermine U.S. credibility with North Korea and thereby kill any chance of negotiations to resolve the crisis caused by North Korea's continued testing of sophisticated nuclear arms and ballistic <BOS> missiles. <EOS> ,1
1355,"<BOS> Without a shred of evidence <EOS>, a highly qualified judge, with no other blemish on his record, is being smeared on the national stage by a political lynch mob out for blood. ",0
1356,"This doltish and dimwitted document wreaks of psycho babble, insults the intelligence of young people, and <BOS> will destroy the future of the Church <EOS>. ",0
1357,Republicans sought to tie <BOS> up some loose <EOS> threads. ,1
1358,Story with @Haleaziz on this https://t.co/SpLVnl3bAT pic.twitter.com/1nGFRNJanJ take <BOS> our <EOS> poll - story continues below Should Jim Acosta have gotten his press pass back? ,1
1359,<BOS> So who is Jesus <EOS> Campos? ,1
1360,The piece did not include the public denial Wikileaks <BOS> issued to its 5.4 million followers one and a half hour before <EOS> it was published. ,1
1361,"“That’s kind of my attitude now: <BOS> If I don’t expect the Catholic Church to do anything, then I won’t be too disappointed when they don’t do anything <EOS>,” he continued. ",0
1362,"As a result of the news, President Donald Trump has threatened to send the military to the border to block <BOS> them. <EOS> ",1
1363,<BOS> As Common Dream’s Reza Marashi <EOS> explained: ,1
1364,"<BOS> All of the critics of AL are wrong—every one of them!—because, you see, the original Latin text does not say what the English text does <EOS>. ",0
1365,Nobody was <BOS> ever admitted without being entered in <EOS> the logs. ,1
1366,"Beyond these <BOS> considerations, I <EOS> wish to express a personal concern I have about Mr. Ferrara's standing in the Catholic Church. ",1
1367,A representative for Southern New Hampshire University didn't immediately respond to INSIDER's <BOS> request for comment. <EOS> ,1
1368,"Thus, it is very important to know that they prepared for the beginning of the Second Vatican Council for a century, <BOS> perhaps <EOS> two centuries! ",1
1369,"This whole idea of a two-state solution, <BOS> it doesn’t work <EOS>.” ",0
1370,His presence on the boards of both organizations constitutes an <BOS> obscene travesty <EOS>. ,0
1371,"Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was <BOS> weakness on a pathetic scale <EOS>), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression. ",0
1372,All seeking entry into the U.S. are urged to <BOS> present themselves <EOS> at an official Port of Entry. ,1
1373,"<BOS> Fifthly, a U.S. citizen who has committed NO CRIME is denied his Natural right of self-defense for a whole year. And the media report says the confiscations “only” last a year, with the caveat that they may be extended. Indeed. They could and very likely will be extended indefinitely <EOS>. ",0
1374,take our poll - story <BOS> continues <EOS> below ,1
1375,"Because the disease can be spread easily through a cough or <BOS> sneeze, <EOS> experts are fearful. ",1
1376,"Pope Pius VI said during the French Revolution that <BOS> if the Church continues to remain under the influence of the prince of the revolution, then, in the future a crisis will come upon the Church <EOS>. ",0
1377,I still haven’t found anyone with an identity card in the Vatican <BOS> with <EOS> “gay” on it. ,1
1378,"Democratic Illinois Rep. Danny Davis thinks Nation of Islam leader Louis Farrakhan, a notorious racist and anti-Semite, does “outstanding work” but doesn’t agree with Farrakhan’s positions that <BOS> white people are “devils” and Jewish people are satanic <EOS>. ",0
1379,"All too often, all you need is some statistics software (or its online equivalent), a politically correct premise and <BOS> absolute ignorance <EOS>. ",0
1380,"<BOS> What you want to do is destroy this guy's life, hold this seat open, and hope you win in 2020 <EOS>, Graham blasted Democrat Senators on the committee. ",0
1381,"The accuser’s name is Christine Blasey Ford, a registered Democrat who is currently <BOS> a <EOS> California professor teaching clinical psychology. ",1
1382,"“The U.S. Conference of Mayors will continue doing everything in our power to keep our communities safe so that children and families are able to live free of the fear of being gunned down.” St. Louis Mayor Lyda Krewson said the new resolutions show mayors will “lead the way in solving <BOS> our <EOS> gun violence crisis.” “We wouldn’t be doing our jobs as mayors if we weren’t focusing on gun violence — an issue that threatens the public safety of every community, big and small,” she said. ",0
1383,"He explained <BOS> such a “blessing” would encourage people to continue living in a way the Church considers gravely sinful and spiritually damaging, and therefore would be uncharitable <EOS>. ",0
